# JULens Korean company-name reference
# Snapshot source: Naver Pay Securities US stock catalog (NASDAQ/NYSE/AMEX), 2026-08-15
# Format: ticker<TAB>display name
CCBG	캐피털 시티 뱅크 그룹
CCC	CCC 인텔리전트
CCCC	C4 테라퓨틱스
CCCT	콜럼버스 서클 캐피탈 III
CCEC	캐피털 클린 에너지 캐리어스
CCEL	크라이오-셀 인터내셔널
CCEP	코카-콜라 유로퍼시픽 파트너스
CCG	체체 그룹
CCHH	CCH 홀딩스
CCII	코헨 서클 애퀴지션 II
CCJ	카메코
CCK	크라운 홀딩스
CCL	카니발
CCLD	케어 클라우드
CCNE	CNB 파이낸셜
CCO	클리어 채널 아웃도어 홀딩스
CCOI	코젠트 커뮤니케이션스 홀딩스
CCS	센츄리 커뮤니티스
CCSI	콘센서스 클라우드 솔루션스
CCTG	CCSC 테크놀로지 인터내셔널 홀딩스
CCXI	처칠 캐피털 XI
CD	체인스 디지털 홀딩스
CDE	쾨르 마이닝
CDIO	카디오 다이어그노스틱스
CDLX	카들리틱스
CDNA	케어Dx
CDNL	카디널 인프라스트럭처 그룹
CDNS	케이던스 디자인 시스템즈
CDRE	캐드리 홀딩스
CDRO	코더 온라인 룩셈부르크
CDT	CDT 에퀴티
CDTG	CDT 인바이어런먼털 테크놀로지 인베스트먼트 홀딩스
CDW	CDW
CDXS	코덱시스
CDZI	카디즈
CE	셀라니즈 코퍼레이션
CECO	CECO 인바이런먼털
CEG	콘스텔레이션 에너지
CELC	셀큐이티
CELH	셀시어스 홀딩스
CELU	셀룰레리티
CELZ	크리에이티브 메디컬 테크놀로지 홀딩스
CENN	센트로
CENT	센트럴 가든 앤드 펫
CENTA	센트럴 가든 앤드 펫 Class A
CENX	센추리 알루미늄
CEPF	캔터 에쿼티 파트너스 IV
CEPL	캡스톤 에너지+
CEPO	칸토 에퀴티 파트너스 I
CEPS	캔터 에퀴티 파트너스 Vi
CEPV	칸토르 에퀴티 파트너스 V
CERS	세러스
CERT	서타라
CETX	셈트렉스
CETY	클린 에너지 테크놀로지스
CEVA	세바
CF	CF 인더스트리스 홀딩스
CFBK	CF 뱅크셰어스
CFFI	C&F 파이낸셜
CFFN	캐피톨 페더럴 파이낸셜
CFG	시티즌스 파이낸셜 그룹
CFR	컬런/프로스트 뱅커스
CG	칼라일 그룹
CGAU	센테라 골드
CGBD	칼라일 시큐어드 렌딩
CGC	캐노피 그로스
CGEM	컬리넌 테라퓨틱스
CGEN	컴퓨젠
CGNT	코그나이트 소프트웨어
CGNX	코그넥스
CGON	CG 온콜로지
CGTL	크리에이티브 글로벌 테크놀로지 홀딩스
CGTX	코그니션 테라퓨틱스
CHAI	코어 AI 홀딩스
CHAR	찰톤 아리아 애퀴지션
CHCI	컴스톡 홀딩
CHCO	시티 홀딩
CHD	처치 & 드와이트
CHDN	처칠 다운스
CHE	케미드
CHEC	청허 애퀴지션 III
CHEF	셰프스 웨어하우스
CHGA	체인지 에이전츠
CHGG	체그
CHH	초이스 호텔스 인터내셔널
CHKP	체크 포인트 소프트웨어 테크놀로지
CHMG	셔멍 파이낸셜
CHNR	차이나 내츄럴 리소스
CHOW	차우차우 클라우드 인터내셔널 홀딩스
CHPG	챔피언스게이트 애퀴지션
CHPT	차지포인트 홀딩스
CHR	치어 홀딩
CHRD	코드 에너지
CHRN	크로노스케일
CHRS	코히러스 온콜로지
CHRW	CH 로빈슨 월드와이드
CHSN	샹송 인터내셔널 홀딩
CHTR	차터 커뮤니케이션
CHWY	츄이
CHYM	차임 파이낸셜
CI	시그나
CIA	시티즌스
CIEN	시에나
CIFR	사이퍼 디지털
CIGI	콜리어스 인터내셔널 그룹
CIGL	콩코드 인터내셔널 그룹
CIIT	티안시 인터내셔널
CINF	신시내티 파이낸셜
CING	싱귤레이트
CINT	CI&T
CION	사이온 인베스트먼트
CIRC	서클8 그룹
CISO	세르베러스 사이버 센티넬
CISS	C3is
CITR	시트로테크
CIVB	시비스타 뱅크셰어스
CIX	콤프엑스 인터내셔널
CJMB	캘런 JMB
CKX	CKX 랜드
CL	콜게이트-팜올리브
CLAR	클라루스
CLB	코어 래보라토리스
CLBK	콜롬비아 파이낸셜
CLBR	콜롬비어 애퀴지션 III
CLBT	셀레브라이트
CLDI	칼리디 바이오테라퓨틱스
CLDX	셀덱스 테라퓨틱스
CLF	클리블랜드-클리프스
CLFD	클리어필드
CLGN	콜플랜트 바이오테크놀로지 ADR
CLH	클린 하버스
CLIK	클릭 홀딩스
CLIR	클리어사인 테크놀로지스
CLMB	클라임 글로벌 솔루션스
CLMT	칼루멧
CLNE	클린 에너지 퓨얼스
CLNN	클렌
CLOV	클로버 헬스 인베스트먼츠
CLPS	CLPS
CLPT	클리어포인트 뉴로
CLRB	셀렉타 바이오사이언시스
CLRO	클리어원
CLS	셀레스티카
CLSK	클린스파크
CLST	카탈리스트 뱅코프
CLVT	클래리베이트
CLW	클린워터 페이퍼
CLWT	유로 테크 홀딩스 컴퍼니
CLX	크로락스
CLYM	클라임 바이오
CM	캐내디언 임페리얼 뱅크 오브 커머스
CMBT	CMB.테크
CMC	커머셜 메탈스
CMCL	칼레도니아 마이닝
CMCO	컬럼버스 매키넌
CMCSA	컴캐스트
CMDB	코스타마레 벌커스 홀딩스
CME	CME 그룹
CMG	치폴레 멕시칸 그릴
CMI	커민스
CMII	콜럼버스 서클 캐피털 II
CMND	클리어마인드 메디슨
CMP	컴퍼스 미네랄스 인터내셔널
CMPR	심프레스
CMPX	컴퍼스 테라퓨틱스
CMRC	커머스닷컴 Series 1
CMRE	코스타마레
CMS	CMS 에너지
CMT	코어 몰딩 테크놀로지스
CMTL	컴테크 텔레커뮤니케이션스
CMTV	커뮤니티 뱅코프
CNA	CNA 파이낸셜
CNC	센틴
CNCK	코인체크 그룹
CNDT	컨듀언트
CNET	ZW 데이터 액션 테크놀로지스
CNEY	CN 에너지 그룹
CNH	CNH 인더스트리얼
CNI	커네디언 내셔널 레일웨이
CNK	시네마크 홀딩스
CNL	콜렉티브 마이닝
CNM	코어 & 메인
CNMD	콘메드
CNNE	칸네 홀딩스
CNO	CNO 파이낸셜 그룹
CNOB	커넥트원 뱅코프
CNP	센터포인트 에너지
CNQ	캐나다 내추럴 리소시스
CNR	코어 내추럴 리소시스
CNS	코헨 & 스티어스
CNSP	CNS 파마슈티컬스
CNSY	플러스 테라퓨틱스
CNTB	코넥트 바이오파마 홀딩스 ADR
CNTN	칸톤 스트래티직 홀딩스
CNTX	콘텍스트 테라퓨틱스
CNTY	센추리 카지노스
CNVS	시네버스
CNX	CNX 리소스
CNXC	콘센트릭스
CNXN	PC 커넥션
CNXU	코넥스유 사이언시스
COAG	헤맙 테라퓨틱스 홀딩스
COCH	엔보이 메디컬
COCO	비타 코코 컴퍼니
COCP	코크리스털 파마
CODA	코다 옥토퍼스 그룹
CODI	컴퍼스 다이버시파이드 홀딩스
CODX	코 다이어그노틱스
COF	캐피털 원 파이낸셜
COFS	초이스원 파이낸셜 서비스
COGT	코젠트 바이오사이언시스
COHN	코헨 앤 컴퍼니
COHR	코히런트
COHU	코후
COIN	코인베이스 글로벌
COKE	코카콜라 콘솔리데이티드
COLA	콜롬버스 애퀴지션
COLB	컬럼비아 뱅킹 시스템
COLL	콜레지움 파마슈티컬
COLM	컬럼비아 스포츠웨어
COMP	컴퍼스
CON	콘센트라 그룹 홀딩스
COO	쿠퍼 컴퍼니스
COOK	트래저
COOT	오스트레일리안 오일시드 홀딩스
COP	코노코필립스
COPL	코플리 애퀴지션
COPR	아이다호 코퍼
COR	센코라
CORT	코셉트 테라퓨틱스
CORZ	코어 사이언티픽
COSM	코스모스 헬스
COSO	코스탈사우스 뱅크셰어스
COST	코스트코 홀세일
COTY	코티
COUR	코세라
COYA	코야 테라퓨틱스
CP	캐나디안 퍼시픽 캔자스 시티
CPA	코파 홀딩스
CPAY	콜페이
CPB	캠벨스
CPBI	센트럴 플레인스 뱅크셰어스
CPF	센트럴 퍼시픽 파이낸셜
CPHC	캔터베리 파크 홀딩
CPHI	차이나 파마 홀딩스
CPIX	컴벌랜드 파마슈티컬스
CPK	체사피크 유틸리티스
CPNG	쿠팡
CPOP	팝 컬처 그룹
CPRI	카프리홀딩스
CPRT	코파트
CPS	쿠퍼-스탠더드 홀딩스
CPSH	CPS 테크놀러지
CPSS	컨슈머 포트폴리오 서비스
CR	크레인 홀딩스
CRAC	크라운 리저브 애퀴지션 I
CRAI	CRA 인터내셔널
CRAN	크레인 하버 애퀴지션 II
CRAQ	칼 레드우드 애퀴지션
CRBG	코어브릿지 파이낸셜
CRBP	코버스 파마슈티컬스 홀딩스
CRBU	카리부 바이오사이언시스
CRC	캘리포니아 리소시스
CRCL	써클 인터넷 그룹
CRCT	크리컷
CRD.A	크로포드 앤 코 Class A
CRD.B	크로포드 앤 코 Class B
CRDF	카디프 온콜로지
CRDL	카디올 테라퓨틱스
CRDO	크레도 테크놀로지 그룹 홀딩
CRE	Cre8 엔터프라이즈
CREX	크리에이티브 리얼리티스
CRGO	프레이토스
CRGY	크레센트 에너지
CRH	CRH
CRI	카터스
CRIS	큐리스
CRK	캄스톡 리소시즈
CRL	찰스 리버 래보라토리스 인터내셔널
CRM	세일즈포스
CRMD	코메딕스
CRML	크리티컬 메탈스
CRMT	아메리카스 카-마트
CRNC	세렌스
CRNT	세라콘 네트웍스
CRNX	크리네틱스 파머슈티컬스
CRON	크로노스 그룹
CROX	크록스
CRS	카펜터 테크놀로지
CRSP	크리스퍼 테라퓨틱스
CRSR	커세어 게이밍
CRTO	크리테오
CRUS	시러스 로직
CRVL	코벨
CRVO	세르보메드
CRVS	코버스 파마슈티컬스
CRWD	크라우드 스트라이크 홀딩스
CRWS	크라운 크래프츠
CRWV	코어위브
CSAI	클라우다스트럭쳐
CSBR	챔피언스 온콜로지
CSCO	시스코 시스템즈
CSGP	코스타 그룹
CSHR	코인셰어스
CSIQ	캐나디안 솔라
CSL	칼라일
CSPI	CSP
CSQR	씨스퀘어
CSTE	시저스톤
CSTL	캐슬 바이오사이언스
CSTM	콘스텔리움
CSV	캐리지 서비스
CSW	CSW 인더스트리얼즈
CSWC	캐피탈 사우스웨스트
CSX	CSX
CTAA	클리어씽크 1 애퀴지션
CTAS	신타스
CTBI	커뮤니티 트러스트 뱅코프
CTEV	클라리텝
CTGO	콘탱고 실버 앤 골드
CTKB	사이텍 바이오사이언시스
CTM	카스텔럼
CTMX	사이톰엑스 테라퓨틱스
CTNM	콘티네움 테라퓨틱스
CTNT	치타 넷 서플라이 체인 서비스
CTOR	시티우스 온콜로지
CTOS	커스텀 트럭 원 소스
CTRI	센추리 홀딩스
CTRM	캐스터 마리타임
CTRN	시티 트렌즈
CTS	CTS
CTSH	코그니전트 테크놀로지 솔루션
CTSO	사이토소벤츠
CTVA	코르테바
CTW	CTW
CTXR	시티우스 파마슈티컬스
CUB	라이온하트 홀딩스
CUBI	커스터머스 뱅코프
CUE	큐 바이오파마
CULP	컬프
CUPR	커프리나 홀딩스 (Cayman)
CURI	큐리어시티스트림
CURR	커렌크 그룹
CURV	토리드 홀딩스
CURX	큐라넥스 파마슈티컬스
CV	캡소비전
CVBF	CVB 파이낸셜
CVCO	카브코 인더스트리스
CVE	세노버스 에너지
CVEO	시비오
CVGI	커머셜 비히클 그룹
CVI	CVR 에너지
CVKD	커드리널 테라퓨틱스
CVLG	코버넌트 로지스틱스 그룹
CVLT	컴볼트 시스템즈
CVM	셀 사이
CVNA	카바나
CVR	시카고 리벳 & 머신
CVRX	CVR엑스
CVS	CVS 헬스
CVSA	코비스타
CVU	CPI 에어로스트럭처스
CVV	CVD 이큅먼트
CVX	셰브론
CW	커티스 라이트
CWBC	커뮤니티 웨스트 뱅크셰어스
CWCO	콘솔리데이티드 워터
CWD	캘리버코스
CWEN	클리어웨이 에너지 Class C
CWH	캠핑 월드 홀딩스
CWK	쿠쉬맨 앤 웨이크필드
CWST	카셀라 웨이스트 시스템즈
CWT	캘리포니아 워터 서비스 그룹
CXAI	CX앱
CXDO	크렉센도
CXII	처칠 캐피탈 XII
CXM	스프링클러
CXT	크레인 NXT
CXW	코어시빅
CYAB	사이브라
CYCN	싸이클러리온 테라퓨틱스
CYCU	싸이큐리온
CYD	차이나 유차이 인터내셔널
CYH	커뮤니티 헬스 시스템즈
CYN	신젠
CYPH	사이퍼펑크 테크놀로지스
CYRX	크라이오포트
CYTK	사이토키네틱스
CZFS	시티즌스 파이낸셜 서비시스
CZNC	시티즌스 & 노던
CZR	시저스 엔터테인먼트
CZWI	시티즌스 커뮤니티 뱅코프
D	도미니언 에너지
DAAQ	디지털 애셋 애퀴지션
DAC	다나오스
DAIC	CID 홀드
DAIO	데이터 I/O
DAKT	닥트로닉스
DAL	델타 에어라인스
DAN	다나
DAR	달링 인그리디언츠
DARE	데어 바이오사이언스
DASH	도어대시
DAVE	데이브
DB	도이치은행
DBCA	D 보랄 애퀴지션 I
DBD	다이볼드 닉스도르프
DBGI	디지털 브랜즈 그룹
DBI	디자이너 브랜즈
DBRG	디지털브리지 그룹
DBX	드랍박스
DC	다코타 골드
DCBO	도세보
DCGO	독고
DCH	다우치
DCI	도널드슨
DCO	듀코먼
DCOM	다임 커뮤니티 뱅크셰어스
DCOY	셀러리어스 파머슈티컬스
DCTH	델캐스 시스템즈
DCX	디지털 커런시 X 테크놀로지
DD	듀폰
DDC	DDC 엔터프라이즈
DDD	쓰리디 시스템즈
DDOG	데이터도그
DDS	딜라즈
DE	디어
DEC	다이버시파이드 에너지
DECK	덱커 아웃도어
DEFT	디파이 테크놀로지스
DELL	델테크놀로지
DERM	저니 메디컬
DETX	리버티 디펜스 홀딩스
DFDV	디파이 디벨롭먼트
DFH	드림 파인더스 홈즈
DFIN	도넬리 파이낸셜 솔루션스
DFLI	드래곤플라이 에너지 홀딩스
DFNS	T3 디펜스
DFSC	DEFSEC 테크놀로지스
DFTX	데피니움 테라퓨틱스
DG	달러 제너럴
DGAC	디서플린드 그로스 애퀴지션
DGICA	도니골 그룹 Class A
DGICB	도니골 그룹 Class B
DGII	디지 인터내셔널
DGNX	디지넥스
DGX	퀘스트 다이아그노스틱스
DGXX	디지 파워 X
DH	데피니티브 헬스케어
DHI	D.R. 호턴
DHR	다나허
DHT	DHT 홀딩스
DHX	DHI 그룹
DIBS	퍼스트딥스닷컴
DIN	다인브랜드글로벌
DINO	HF 싱클레어
DIOD	다이오즈
DIS	월트 디즈니
DIT	암콘 디스트리뷰팅
DJCO	데일리 저널
DJT	트럼프 미디어 & 테크놀로지 그룹
DK	델렉 유에스 홀딩스
DKI	다크아이리스
DKNG	드래프트킹즈 홀딩스
DKS	딕스 스포팅 굿즈
DLB	돌비 래보라토리스
DLHC	DLH 홀딩스
DLO	디로컬
DLPN	돌핀 엔터테인먼트
DLTH	덜루스 홀딩스
DLTR	달러 트리
DLX	딜럭스
DLXY	델릭시 홀딩스
DMAA	드러그스 메이드 인 아메리카 애퀴지션
DMAC	다이아메디카 테라퓨틱스
DMC	델몬트
DMII	드러그스 메이드 인 아메리카 애퀴지션 II
DMRA	다모라 테라퓨틱스
DMRC	디지마크
DNA	깅코 바이오웍스 홀딩스
DNLI	디날리 테라퓨틱스
DNMX	다이나믹스 III
DNN	데니슨 마인스
DNOW	디나우
DNTH	다이안서스 테라퓨틱스
DNUT	크리스피 크림
DOCN	디지털오션 홀딩스
DOCS	독시미티
DOCU	도큐사인
DOGZ	도그니스 인터네셔널
DOLE	돌
DOMH	도미나리 홀딩스
DOMO	도모
DOO	BRP
DORM	도먼 프로덕츠
DOUG	더글라스 엘리먼
DOV	도버
DOW	다우
DOX	암독스
DPC	DPC 홀딩스
DPRO	드라간플라이
DPU	탑 킹윈
DPZ	도미노피자
DRCT	다이렉트 디지털 홀딩스
DRDB	로만 DBDR 애퀴지션 II
DRI	다든 레스토랑
DRIO	다리오헬스
DRMA	더마타 테라퓨틱스
DRS	레오나르도 DRS
DRTS	알파 타우 메디컬
DRUG	브라이트 마인즈 바이오사이언시스
DRVN	드리븐 브랜즈 홀딩스
DSAC	다이달로스 스페셜 애퀴지션
DSGN	디자인 테라퓨틱스
DSGR	디스트리뷰션 솔루션스 그룹
DSGX	데카르트 시스템즈 그룹
DSP	바이안트 테크놀로지
DSS	DSS
DSWL	데스웰 인더스트리
DSX	다이애나 쉬핑
DSY	빅 트리 클라우드 홀딩스
DT	다이나트레이스
DTCX	데이타센트렉스
DTE	DTE 에너지
DTI	드릴링 툴스 인터내셔널
DTIL	프리사이젼 바이오사이언스
DTM	DT 미드스트림
DTSQ	DT 클라우드 스타 애퀴지션
DTSS	데이터씨 인텔리전트 테크
DTST	데이터 스토리지
DUK	듀크 에너지
DUKR	듀크 로보틱스
DUO	팡둬둬 네트워크 그룹 ADR
DUOL	듀오링고
DUOT	듀오스 테크놀로지 그룹
DV	더블베리파이 홀딩스
DVA	다비타
DVLT	데이터볼트 AI
DVN	데번 에너지
DWSN	도슨 지오피지컬
DWTX	도그우드 테라퓨틱스
DXC	DXC 테크놀러지 컴퍼니
DXCM	덱스컴
DXLG	데스티네이션 XL 그룹
DXPE	DXP 엔터프라이지스
DXR	닥소
DXST	디센트 홀딩
DY	다이콤 인더스트리스
DYAI	다이아딕 인터내셔널
DYN	다인 테라퓨틱스
DYNC	다이나믹스
DYOR	인사이트 디지털 파트너스 II
EAF	그래프테크 인터내셔널
EAT	브링커 인터내셔널
EBAY	이베이
EBC	이스턴 뱅크셰어스
EBF	에니스
EBMT	이글 뱅코프 몬태나
EBON	이방 인터내셔널 홀딩스
EBS	이머전트 바이오솔루션스
ECBK	ECB 뱅코프
ECG	에베루스 컨스트럭션 그룹
ECHO	에코스타
ECL	이콜랩
ECO	오케아니스 에코 탱커스
ECOR	일렉트로코어
ECPG	앙코어 캐피털 그룹
ECVT	에코비스트
ECX	이카엑스 홀딩스
ED	콘솔리데이티드 에디슨
EDBL	에더블 가든
EDHL	에버브라이트 디지털 홀딩
EDIT	에디타스 메디신
EDRY	유로드라이
EDSA	에데사 바이오테크
EDTK	스킬풀 크래프트맨 에듀케이션 테크놀로지
EDUC	에듀케이셔널 디벨롭먼트
EE	엑셀러레이트 에너지
EEFT	유로넷 월드와이드
EEIQ	에픽퀘스트 에듀케이션 그룹 인터내셔널
EFOI	에너지 포커스
EFOR	에버포스
EFSC	엔터프라이즈 파이낸셜 서비스
EFSI	이글 파이낸셜 서비스
EFTY	에투알 캐피털 그룹
EFX	에퀴팩스
EFXT	에너플렉스
EG	에베레스트 그룹
EGAN	이게인
EGBN	이글 뱅코프
EGG	에니그매티그
EGHA	EGH 애퀴지션
EGHT	8x8
EGO	엘도라도 골드
EGY	발코 에너지
EHC	인컴퍼스 헬스
EHGO	이쉘고
EHLD	유로홀딩스
EHTH	이헬스
EIG	임플로이어스 홀딩스
EIKN	아이콘 테라퓨틱스
EIX	에디슨 인터내셔널
EJH	E-홈 하우스홀드 서비스 홀딩스
EL	에스티 로더
ELA	엔벨라
ELAB	PMGC 홀딩스
ELAN	엘란코 애니멀 헬스
ELBM	일렉트라 배터리 머티리얼스
ELDN	엘레돈 파마슈티컬스
ELE	엘리멘탈 로열티 코퍼레이션
ELF	엘프 뷰티
ELLO	엘로메이 캐피털
ELMD	일렉트로메드
ELMT	엘멧 그룹
ELOG	이스턴 인터내셔널
ELOX	엘록스 파마슈티컬스
ELPW	이롱 파워 홀딩
ELTK	엘텍
ELTX	엘리시오 테라퓨틱스
ELUT	엘루시아
ELV	엘레반스 헬스
ELVA	일렉트로바야
ELVN	인라이븐 테라퓨틱스
ELWT	엘러윗 커넥션
EMA	에메라
EMAT	에볼루션 메탈스 & 테크놀로지스
EMBC	엠백타
EME	엠코 그룹
EMIS	에미스 애퀴지션
EML	이스턴
EMN	이스트만 케미컬
EMPD	엠페리 디지털
EMR	에머슨 일렉트릭
ENB	엔브리지
ENGN	엔진 테라퓨틱스
ENGS	에너지스 그룹
ENHA	A 패러다이스 애퀴지션
ENLT	엔라이트 리뉴어블 에너지
ENLV	엔라이벡스
ENOV	이노비스
ENPH	인페이즈 에너지
ENR	에너자이저 홀딩스
ENS	에너시스
ENSC	엔시스 바이오사이언시스
ENSG	엔사인 그룹
ENTA	에난타 파마슈티컬스
ENTG	인테그리스
ENTX	엔테라 바이오
ENVA	이노바 인터내셔널
ENVB	엔버릭 바이오사이언시스
ENVX	이노빅스
EOG	EOG 리소시스
EOLS	에볼러스
EONR	EON 리소시스
EOSE	이오스 에너지 엔터프라이시스
EP	엠파이어 페트롤리움
EPAC	에너팩 툴 그룹
EPAM	이팸 시스템즈
EPC	에지웰 퍼스널 케어
EPM	에볼루션 페트롤리엄
EPOW	E-파워
EPRX	유프락시아 파마슈티컬스
EPSM	엡시움 엔터프라이즈
EPSN	엡실론 에너지
EQ	이퀼리움
EQBK	애퀴티 뱅크셰어스
EQH	에퀴터블 홀딩스
EQPT	이큅먼트쉐어 닷컴
EQS	에쿠스 토탈 리턴
EQT	EQT
EQX	이퀴녹스 골드
ERAS	이래스카
ERIE	이리 인뎀니티
ERII	에너지 리커버리
ERNA	어넥사 테라퓨틱스
ERO	에로 코퍼
EROC	이록
EROK	이글락 랜드
ES	에버소스 에너지
ESAB	ESAB
ESCA	에스칼라드
ESE	에스코 테크놀로지스
ESEA	유로시스
ESI	엘리먼트 솔루션즈
ESLA	에스트렐라 이뮤노파르마
ESLT	엘빗 시스템즈
ESNT	이센트 그룹
ESOA	에너지 서비시스 오브 아메리카
ESP	에스페이 MFG & 일렉트로닉스
ESQ	에스콰이어 파이낸셜 홀딩스
ESTA	에스타블리쉬먼트 랩스 홀딩스
ESTC	엘라스틱
ETD	이튼 알렌 인테리어스
ETN	이튼
ETON	이튼 파마슈티컬즈
ETOR	이토로 그룹
ETR	엔터지
ETS	엘리트 익스프레스 홀딩
ETSS	에너지 트랜지션 스페셜 오퍼튜니티스
ETSY	ETSY
EU	엔코어 에너지
EUDA	8i 애퀴지션 2
EURK	유레카 애퀴지션
EVAC	EQV 벤처스 애퀴지션 II
EVC	엔트라비전 커뮤니케이션즈
EVCM	에버커머스
EVER	에버쿼트
EVEX	이브 홀딩
EVGN	에보젠
EVGO	EV고
EVH	에볼런트 헬스
EVI	EVI 인더스트리
EVLV	이볼브 테크놀로지스 홀딩스
EVMN	에보뮨
EVOX	에볼루션 글로벌 애퀴지션
EVR	에버코어
EVRG	에버지
EVTC	에버테크
EVTL	버티컬 에어로스페이스
EW	에드워즈 라이프사이언시스
EWAV	East West Ave Acquisition Corp
EWBC	이스트 웨스트 뱅코프
EWTX	엣지와이즈 테라퓨틱스
EXC	엑셀론
EXE	익스팬드 에너지
EXEL	엑셀리시스
EXFY	익스펜시파이
EXK	엔데버 실버
EXLS	엑슬서비스 홀딩스
EXOD	엑소더스 무브먼트
EXOZ	엑소자임스
EXP	이글 머티리얼스
EXPD	익스페디터스 인터내셔널 오브 워싱턴
EXPE	익스피디아그룹
EXPO	엑스포넌트
EXTR	익스트림 네트웍스
EXYN	엑신 테크놀로지스
EYE	내셔널 비전 홀딩스
EYPT	아이포인트
EZGO	이지고 테크놀로지스
EZPW	이즈코프
EZRA	릴라이언스 글로벌 그룹
F	포드 모터
FA	퍼스트 어드밴티지
FABC	패브릭 AI
FAC	팩토리얼 에너지
FACT	팩트 II 애퀴지션
FAF	퍼스트 아메리칸 파이낸셜
FAMI	파르미
FANG	다이아몬드백 에너지
FAST	패스널
FATE	페이트 테라퓨틱스
FATN	팻파이프
FBGL	FBS 글로벌
FBIN	포츈 브랜즈 홈 앤 시큐리티
FBIO	포트리스 바이오텍
FBIZ	퍼스트 비즈니스 파이낸셜 서비스
FBK	FB 파이낸셜 그룹
FBLA	FB 뱅코프
FBLG	파이브로바이올로직스
FBNC	퍼스트 뱅코프(노스 캐롤라이나)
FBP	퍼스트 뱅코프 푸에르토 리코
FBRX	포르테 바이오사이언스
FBYD	팔콘스 비욘드 글로벌
FC	프랭클린 커비
FCAP	퍼스트 캐피탈
FCBC	퍼스트 커뮤니티 뱅크셰어스
FCBM	퍼스트 캐롤리나 파이낸셜 서비스
FCCO	퍼스트 커뮤니티
FCEL	퓨얼셀 에너지
FCF	퍼스트 커먼웰스 파이낸셜
FCFS	퍼스트캐쉬 홀딩스
FCHL	피트니스 챔스 홀딩스
FCN	FTI 컨설팅
FCNCA	퍼스트 시티즌스 뱅크셰어스
FCRS	퓨처크레스트 애퀴지션
FCUV	포커스 유니버설
FCX	프리포트 맥모란
FDBC	피델리티 D&D 뱅코프
FDMM	프리덤 메탈스 애퀴지션
FDMT	4D 몰레큘러 테라퓨틱스
FDS	팩트셋 리서치 시스템즈
FDSB	피프스 디스트릭트 뱅코프
FDUS	파이더스 인베스트먼트
FDX	페덱스
FDXF	페덱스 프레이트 홀딩 컴퍼니
FE	퍼스트에너지
FEAM	5E 어드밴스드 머터리얼즈
FEBO	펜보 홀딩스
FEED	엔뷰 메디컬
FEIM	프리컨시 일렉트로닉스
FELE	프랭클린 일렉트릭
FEMY	피메이시스
FENC	페넥 파머수티컬스
FER	페로비알
FERA	피프스 에라 애퀴지션 I
FERG	퍼거슨 엔터프라이즈
FET	포럼 에너지 테크놀로지스
FF	퓨처퓨얼
FFAI	패러데이 퓨처 인텔리전트 일렉트릭
FFBC	퍼스트 파이낸셜 뱅코프
FFIN	퍼스트 파이낸셜 뱅크셰어스
FFIV	F5
FG	F&G 어뉴어티 앤 라이프
FGBI	퍼스트 개런티 뱅크셰어스
FGI	FGI 인더스트리스
FGII	FG 임페리얼 애퀴지션
FGL	파운더 그룹
FGNX	Fg 넥서스
FHB	퍼스트 하와이안
FHI	페더레이티드 헤르메스
FHN	퍼스트 호라이즌
FHTX	포그혼 테라퓨틱스
FIBK	퍼스트 인터스테이트 뱅크시스템
FICO	페어 아이작
FIEE	FiEE
FIG	피그마
FIGR	피규어 테크놀로지 솔루션스
FIGS	피그스
FIGX	FIGX 캐피털 애퀴지션
FINW	핀와이즈 뱅코프
FIP	FTAI 인프라스트럭처
FIRY	파이어리
FIS	피델리티 내셔널 인포메이션 서비스
FISI	파이낸셜 인스티튜션스
FISN	딥 피션
FISV	파이서브
FITB	피프스 서드 뱅코프
FIVE	파이브 빌로우
FIVN	파이브나인
FIX	컴포트 시스템즈 USA
FIZZ	내셔널 베버리지
FJET	스타파이터스 스페이스
FKWL	프랭클린 와이어리스
FLD	폴드 홀딩스
FLEX	플렉스
FLG	플래그스타 파이낸셜
FLGT	펄젠트 제네틱스
FLL	풀 하우스 리조트
FLNA	필라나 테라퓨틱스
FLNC	플루언스 에너지
FLNG	플렉스 LNG
FLNT	플루언트
FLO	플라워스 푸드
FLOC	플로우코 홀딩스
FLR	플루오르
FLS	플로우서브
FLUT	플러터 엔터테인먼트
FLUX	플럭스 파워 홀딩스
FLWS	1-800 플라워스닷컴
FLXS	플렉스스틸 인더스트리스
FLY	파이어플라이 에어로스페이스
FLYE	플라이-이 그룹
FLYW	플라이와이어
FLYX	플라익스클루시브
FLZH	플래시 스포츠 앤 미디어
FMAC	퓨처 머니 애퀴지션
FMAO	파머스 & 머천츠 뱅코프
FMBH	퍼스트미드 뱅크셰어스
FMC	FMC
FMFC	캔달 M 벤처
FMNB	파머스 내셔널 은행
FMST	포모스트 클린 에너지
FN	패브리넷
FNB	FNB
FND	플로어 & 데코 홀딩스
FNF	피델리티 내셔널 파이낸셜
FNGR	핑거모션
FNKO	펀코
FNLC	퍼스트 뱅코프
FNRN	퍼스트 노던 커뮤니티 뱅코프
FNUC	프론티어 뉴클리어 앤 미네랄스
FNV	프랑코-네바다
FNWB	퍼스트 노스웨스트 뱅코프
FNWD	핀워드 뱅코프
FOA	파이낸스 오브 아메리카 컴퍼니스
FOFO	항펑 테크놀로지 이노베이션
FOR	포레스타 그룹
